Completion_Time,Feedback_Rating,Attendance,Performance_Score
2.01,1.41,40.56,62.38
2.41,1.06,90.71,63.92
6.17,3.46,62.76976795,33.51
1.19,1,0.01,59.27
1.2,1,75.18,76.03
2.66,2.06,91.52,85.14
1.07,3.16,0,78.9
2.44,3.96,7.01,90.21
4.25,4.42,85.56,78.43
3.34,4.24,0.28,83.77
5.92,2.45,96.78,61.56
5.66,1.9,89.23,58.36
3.04,2.46,82.64,73.44
3.01,4,71.68,83.41
3.17,1.72,55.61,58.42
4.68,2.62,62.76976795,44.64
2.54,4.41,99.64,89.57
4.29,1,15.32,56.55
3.46,4.36,50.84,81.32
3.88,3.44,74.81,80.81
4,1.8,80.73,49.81
3.02,2.23,84.48,62.85
6.57,3.78,85.99,55.98
5.72,5,77.91,63.08
1.45,2.9,61.17,70.07
6.41,1.87,76.71,72.69
4.24,3.18,84.83,76.76
6.69,3.9,61.84,44.97
5.58,1,7.69,39.54
3.31,4.8,96.1,88.6
1.15,3.46,9.85,77.83
3.08,2.34,70.26,91.41
4.67,1,51.92,55.72
4.66,4.11,12.97,61.89
2.83,3.49,64.2,89.39
2.26,5,81.46,93.5
5.77,3.29,79.21,53.18
7,3.44,81.69,48.05
3.92,2.1,85.86,76.33
1.87,4.33,50.95,65.79
2.33,2.57,55.25,55.99
1.12,5,8.1,91.06
6.83,1.59,57.74,41.76
1.74,1.9,15.94,51.44
4.08,1.88,82.05,45.69
2.39,1.49,90.77,87.13
4.39,2.65,87.63,73.92
4.99,1.24,90.85,61.68
6.06,1,53.94,56.1
1.82,3.96,86.77,76.36
1.32,5,4.6,88.75
2.23,1.8,99.65,63.98
6.41,3.72,59.16,63.75
6.46,1.8,60.72,38.98
4.99,3,62.76976795,76.79
4.74,1.49,65.48,58.54
5.16,2.09,99.41,79.72
2.27,3.49,89.74,71.14
6.25,2.12,81.45,38.17
3.59,4,76,85.11
3.64,3.44,98.53,90.81
3.91,1.61,84.78,62.94
1.68,1.81,9.04,97.37
2.12,4.03,65.83,78.78
5.35,2.909313072,30.85,75.25
1.62,3.86,92.74,81.67
4.52,4.69,57.49,62.09
2.81,3.74,97.3,83.11
3.32,3.22,52.41,60.68
3.958567264,4.37,96.32,92.04
3.14,3.26,66.84,59.13
5.47,3.2,53.71,47.52
3.28,3.11,74.14,75
4.05,5,81.34,70.15
4.1,1.8,4.94,53.02
4.62,2.36,70.14,67.96
6.96,5,84.61,72.8
5.5,1.79,62.57,46.16
2.73,3.47,67.52,85.41
1.56,1.96,4.1,89.84
2.14,1,68.58,72.91
4.21,5,55.11,74.8
1.41,2.95,95,99.3
4,2.63,5.57,60.09
4.25,3.08,36.43,65.7
2.64,1.77,96.01,88.75
5.69,4.97,2.98,72.32
1.19,4.31,27.68,86.34
1.82,1,88.47,74.53
5.68,3,95.65,56.48
4.26,1.66,53.93,46.16
4.65,1,91.26,44.92
3.16,1,77.37,50.2
2.53,2.909313072,83.46,91.58
6.4,5,74.64,68.98
5.64,3.44,84.89,64.82
5.01,5,51.7,63.98
2.26,4.2,88.14,95.39
4.71,4.52,51.67,60.82
3.32,5,72.76,90.07
1.15,4.04,57.55,71.45
6.47,3.71,4.21,79.84
1.99,4.59,62.76976795,82.88
6.69,3.63,39.4,43.71
3.85,3.06,71.44,74.96
2.43,4.73,88.63,81.12
4.44,3.15,35.61,46.89
6.36,3.16,89.45,66.86
5.74,1.26,53.68,47.49
6.24,2.01,59.58,38.92
4.84,5,77.58,77.18
4.82,2.57,97.35,75.37
6.42,3.51,53.74,63.2
2.21,2.7,52.15,79.18
4.37,3.23,6.15,53.05
1.85,2.85,82.06,81.9
7,1.7,69.95,54.22
6.75,4.64,62.76976795,72.73
1.51,2.81,62.76976795,62.33
5.13,5,59.82,70.13
7,2.7,62.76976795,70.02
1.81,3.48,81.34,82.12
4.17,3.73,84.26,84.9
6.04,2.39,56.21,42.36
1.64,5,4.77,100
5.14,2.81,67.05,62.76
2.95,1.97,85.66,57.06
6.74,2.63,76.21,72.73
7,2.74,61.14,52.72
6.83,4.44,92.31,61.42
3.91,3.07,90.91,79.67
6.38,1,69.8,36.72
6.32,3.68,79.43,60.69
2.6,4.12,62.89,85.32
5.58,1.86,84.49,45.12
1,2.89,0,67.55
4.45,1,92.2,53.98
2.38,3.46,34.47,66.99
1.84,2.91,14.06,82.06
1.92,5,63.43,87.97
5.01,5,59.55,74.04
3.3,5,75.41,77.19
5.38,1.82,60.19,45.07
1.11,5,88.16,100
3.01,3.9,62.07,81.51
4.71,2.3,85.35,74.3
5.36,3.58,49.36,65.09
3.958567264,2.7,99.31,100
4.31,5,100,81.3
6.14,2.27,93.48,53.12
4.82,5,88,78.9
2.74,1,7.1,52.13
1.38,1.55,7.75,76.68
6.18,3.43,97.83,59.82
1.54,1,5.27,61.94
6.05,1.8,76.9,34.61
4.42,3.13,60.9,46.2
6.6,1.62,55.9,65.87
6.19,3.21,73.32,68
7,3.95,78.79,69.74
3.5,1.39,77.55,71.59
5.31,1.4,68.69,68.43
3.58,3.75,77.61,90.54
4.12,3.27,92.31,57.31
5.01,2.87,65.99,70.15
6.24,2.02,0,64.44
6.41,1.8,73.52,40.77
5.37,5,63.94,69.86
3.33,4,0,81.49
3.88,1,79.93,57.08
5.77,2.16,79.01,50.05
2.03,1,81.82,55.41
2.11,3.14,67.59,73.72
2.81,4.64,65.79,68.31
2.63,2.93,80.58,77.82
2.5,2.87,56.64,57.54
2.76,3.65,62.65,87.31
1.5,1,3.17,65.67
1,1.8,2.58,58.07
7,3.8,62.17,41.47
3.25,2.12,50.98,60.54
3.19,3.43,62.27,63.85
4.96,1.9,56.74,60.16
2.05,2.33,53.06,56.81
7,4.08,71.84,65.66
5.9,4.78,95.66,89.06
1.32,2.909313072,89.56,78.12
3.958567264,2.909313072,65.27,58.68
5.79,3.27,96.24,67.7
6.52,2.909313072,66.48,57.1
3.83,2.37,53.63,60.46
4.46,4.42,99.7,92.38
2.2,4.04,62.76976795,84.06
6.86,1.8,73.3,49.59
2.21,4.39,83.32,83.16
7,2.81,62.76976795,72.72
4.66,3.98,59.72,73.16
4.55,1,60,42.53
3.96,2.13,73.48,55.58
2.12,2.68,95.58,83.96
1.78,3.86,50.5,59.32
2.12,5,89.13,92.93
2.48,4,62.76976795,82.13
5.95,2.93,73.91,69.24
3.28,5,81.89,89.45
1.31,3.69,84.34,72.9
6.82,3.5,52.92,64.85
6.07,4.87,62.76976795,65.25
6.14,1.45,79.19,54.45
6.8,2.909313072,53.3,56.29
2.04,1.22,56.75,60.31
2.94,2.16,83.18,89.48
5.14,1.13,76.08,60.91
4.94,3.77,27.97,48.88
1.79,3.42,76.76,87.98
5.78,1.57,95.63,67.15
3.958567264,1.64,50.78,60.5
2.07,2.72,82.13,60.06
3.98,2.53,14.55,59.56
4.13,4.08,14.84,55.89
4.31,4,57.53,77.62
1.12,5,71.15,93.8
6.46,3.92,56.93,64.99
2.48,3.02,64.09,81.57
1.61,3.56,81.28,75.83
5.96,4.78,70.56,68.85
6.46,1.62,61.72,40.72
5.9,3.28,36.48,56.52
6.35,2.54,89.87,66.71
5.27,1.87,91.62,50.03
3.83,3.69,92.33,81.16
1.64,5,42.77,92.75
3.21,3.4,89.67,66.03
2.84,1.79,60.61,62.8
2.77,3.41,86.92,96.47
4.97,2.1,97.42,77.76
3.958567264,1.95,50.69,56.41
1.62,3.9,72.02,69.29
2.37,3.52,82.39,90.29
5.58,1.25,85.09,69.5
3.958567264,1.45,2.58,64.6
6.38,3.84,29.52,55.4
3.83,5,80.76,89.45
3.39,1.75,58.22,71.02
4.78,5,62.76976795,78.77
6.45,4.87,89.16,68.65
3,5,53.99,84.76
5.56,1.66,17.72,49.16
4.03,3.09,78.74,74.35
2.4,2.68,80.18,59.23
5.94,2.68,84.34,61.01
5.76,3.68,69.68,60.07
5.25,2.19,88.69,65.59
5.94,3.45,98.72,77.16
6.61,4,63.55,63.34
5.29,1,85.15,46.78
5.99,2.44,96.42,63.52
5.47,2.27,84.31,58.92
4.68,2.46,84.06,59.14
4.98,5,61.19,72.84
5.26,1,36.98,48.01
1.73,5,78.13,91.91
6.39,1,85.01,41.41
6.63,5,99.84,71.49
1.26,3.49,0.38,82.1
6.1,1,53.26,38.66
2.05,2.1,53.9,66.79
2.77,2.34,87.15,93.34
5.79,2.05,56.82,63.02
1.88,3.92,81.12,76.06
5.59,2.94,40.94,58.34
5.84,2.05,72.87,34.75
3.79,2.63,60.78,50.09
1,3.74,5.83,87.27
2.5,2.94,79.31,60.91
4.38,2.37,70.93,82.24
7,2.87,78.73,67.7
4.87,5,28.65,77.46
2.71,1.77,58.54,76.19
4.64,3.76,99.45,84.41
4.51,3.02,86.28,68.7
5.31,3.2,52.46,56.21
1.71,3.91,85.19,100
5.35,4.37,70.61,66.71
4.28,2.72,65.36,46.82
6.6,3.7,57.7,54.42
3.34,5,92,94.5
5.19,3.18,53.19,63.96
6.83,3.14,41.52,53.78
1.3,5,8.32,86.04
6.39,3.96,36.75,67.91
5.55,1,75.41,48.93
1.35,2.67,50.59,84.59
3.25,2.93,65.05,62.84
5.14,3.36,96.68,69.8
1.85,2.43,35.46,80.76
4.92,2.909313072,68.02,44.15
3.24,2.63,73.66,61.03
4.24,4.29,78.08,72.89
1.17,1,2.3,72.18
6.64,2.86,59.52,45.17
7,3.34,73.08,75.28
6.5,2.11,87.88,53.92
5.4,1,86.13,60.51
2.12,2.76,54.34,93.71
5.63,1.8,51.08,43.21
1.5,3.36,0,76.66
1.46,4.23,0,96.47
3.35,2.909313072,79.22,88.77
3.55,5,23.97,80.39
5.27,2.66,31.34,73.29
4.68,2.11,84.98,73.71
4.12,3.51,86.09,60.69
2.62,2.909313072,58.63,47.23
6.54,2.34,51.41,41.12
3.38,2.37,31.81,53.98
3.56,2.909313072,48.45,75.72
2.29,4.44,85.3,88.82
6.01,1,90.5,41.28
5.35,3.35,80.53,72.48
1.84,2.79,55.54,58.81
1.9,3.53,6.1,79.19
4.8,3.47,59.51,74.26
5.06,2.52,95.28,63.71
2.2,2.909313072,93.58,75.96
6.29,1,65.11,30.22
3.958567264,1.61,7.75,76.85
3.66,4.86,92.56,89.46
6.79,2.66,62.76976795,70.72
3.07,1,62.53,64.5
4.62,1.69,97.69,63.47
3.74,3.61,72.54,76.45
2.25,5,24.02,84.61
3.958567264,1.07,55.49,42.22
3.958567264,2.909313072,82.38,69.29
6.7,4.98,71.89,68.47
2.13,3.24,54.72,74.94
2.78,2.24,87.02,60.52
1.05,4.31,6.81,95.54
4.8,1,86.27,52.29
2.83,1.04,60.11,62.83
6.37,2.92,54.96,58.6
3.58,2.5,50.54,74.32
6.94,4.45,65.26,44.96
1.83,1.12,69.94,67.83
6.1,3.52,91.76,49.15
6.02,3.5,69.52,73.85
5.87,1.8,50.56,33.89
5.72,2.5,67.62,56.76
5.68,2.55,74.95,43.84
4.89,5,97.45,82.93
1.38,3.7,62.88,86.32
1.17,1,7.52,67.43
6.29,3.24,59.26,40.65
4.67,4.21,58.17,69.58
6.06,2.22,63.43,62.6
3.55,1.87,50.3,66.02
1.32,4.39,56.36,91.05
1.52,5,76.9,94.63
5.56,3.11,62.38,51.64
3.83,4,62.76976795,77.06
1.72,1.8,67.99,59.01
3.85,4.11,63.71,56.17
1.15,4,44,95.12
4.63,2.9,73.21,58.96
2.57,1,56.22,56.08
6.25,3.81,30.6,50.4
2.58,2.45,96.6,86.11
3.82,2.55,62.76976795,73.77
1.27,4.71,5.04,90.18
1.76,3.58,84.95,100
3.26,1.7,54.39,71.64
4.07,1,85.63,58.98
4.4,2.73,62.37,86.37
2.69,3.66,76.87,60.9
5.57,1.4,62.76976795,48.11
6.61,1,59.37,33.76
5.9,4.85,44.63,63.85
1.11,1.8,8.94,64.32
4.2,1,82.6,59.36
1.16,1.2,51.3,69.24
2.05,2.93,77.44,65.51
7,3.22,79.75,61.95
1.64,2.27,62.76976795,90.29
4.44,5,60.42,78.64
4.65,3.65,63.81,49.52
5.14,1.8,64.65,56.99
4.54,5,4.77,83.18
1.33,1.8,9.36,68.93
2.94,4.32,62.76976795,86.88
3.82,1,55.98,63.54
1.8,2.79,87.19,98.48
2.92,1,69.75,67.61
1,2.56,8.07,72.24
1.6,4.63,62.85,81.97
2.97,1.35,97.84,81.38
2.27,1.27,65.52,71.99
4.54,4.82,66.5,69.77
5.63,1.92,59.48,68.83
5.64,1,62.76976795,39.86
2.67,1.8,63.78,49.88
1.65,2.63,66.51,69.02
1.17,1,45.96,59.38
4.35,1.66,2.29,67.84
5.2,1,70.57,46.96
1,1.73,6.36,75.04
6.63,1,90.73,50.84
1.14,2.99,61.29,88.79
4.09,1.26,89.92,58.29
5.39,1.89,55.06,34.88
5.89,2.8,89.98,41.95
5.55,4,56.01,71.78
5.89,1.8,56.24,37.91
3.45,4.63,72.15,88.42
5.75,1,90.97,45.47
1.96,2.23,77.62,68.57
6.45,4.64,93.75,65.68
4.76,2.66,99.47,71.69
5.43,3.81,54.77,75.16
3.94,3.78,80.64,92.89
5.18,3.92,87.72,80.57
3.71,1.41,61.61,68.18
5.47,3.62,58.36,56.21
1.79,3.22,87.98,73.9
1.42,4.59,36.33,91.95
2.04,3.21,56.75,70.26
2.15,4.12,65.74,74.6
5.79,2.73,67.93,42.74
2.64,1,98.26,61.35
6.4,4.58,84.9,77.52
2.66,1,56.04,66.14
1.87,3.57,98.44,80.46
5.87,1.8,95.16,45.14
5.43,5,75.6,77.34
3.61,2.71,95.28,50.9
3.97,2.34,70.22,80.25
3.958567264,1.8,0,45.48
3.958567264,3.55,40.55,87.58
6.95,4.72,83.12,60.73
6.67,3.26,75.05,42.73
4.96,3.06,82.95,66.06
1.96,3.85,84.3,69.02
4.98,2.51,51.12,41.74
1.26,4.24,52.7,92.29
3.958567264,1.61,0,76.16
2.97,2.39,62.76976795,70.07
4.04,1,81.63,52.93
6.15,1.53,77.61,48.37
5.36,4,79.29,78.87
5.09,2.25,65.12,48.64
3.8,4,81.99,88.11
3.18,4,91.47,91.3
3.63,3.18,99.9,62.94
6.63,3.31,91.92,42.83
1.5,5,9.83,99.02
6.38,1.57,59.67,49.62
3.958567264,1.82,84.07,52.62
3.8,1.9,96.88,69.16
5.77,2.39,60.59,62.28
4.34,4,62.8,78.18
6.46,1.8,57.45,40.16
5.95,3.04,86.84,41.41
3.9,3.69,37.33,83.35
2.82,2,53.13,80.05
4.36,2.36,68.69,71.26
6.16,3.88,77.88,70.93
1.88,4.32,66.55,71.21
4.29,2.03,67.2,69.76
5.04,1.49,62.76976795,58.06
5.14,1.78,3.81,47.75
1.31,2.92,66.85,89.94
5.19,3.48,41.23,63.4
6.43,5,52.61,80.32
1.75,4,48.05,69.85
1.97,5,3.33,86.8
6.52,3.73,76.44,71.24
2.27,3.57,92.01,75.37
5.71,3.19,53.41,59.12
4.01,2.53,53.91,54.77
2.13,4.47,77.81,88.39
5.92,4.4,81.96,56.56
3.56,5,60.57,78.47
3.69,1,87.26,64.85
2.83,3.51,82.31,60.12
4.41,2.6,2.12,60.98
1.81,1.7,62.76976795,72.89
3.6,3.02,87.57,87.79
6.39,3.22,26.3,54.2
2.91,4.55,7.59,79.53
5.26,1.93,77.59,53.85
3.22,2.909313072,5.88,75.22
5.45,1,0.86,51.16
2.11,4,50.22,84.84
6.5,5,41.81,75.4
3.34,4.23,60.86,65.47
1.96,1,87.17,58.95
1.88,1,62.76976795,56.61
1.83,5,8.88,90.16
4.54,1.45,91.9,81.07
2.79,2.15,91.64,90.86
6.38,1.82,57.63,45.67
3.99,2.05,81.52,81.23
2.91,2.75,62.76976795,71.23
4.7,2.09,64.94,58.81
5.61,3.98,86.15,71.27
2.45,1,76.56,63.8
1.83,2.61,86.53,74.13
1.14,5,2.74,95.07
5.64,1.68,76.43,57.61
4.78,3.36,64.56,76.43
4.1,2.36,98.63,79.42
5.64,1,92.86,46.23
5.85,4.92,86.66,66.2
4.13,2.02,62.59,76.63
6,1,67.34,45.4
2,1.28,62.76976795,70.53
2.01,2.47,66.26,70.58
2.31,2.09,86.64,59.73
3.958567264,1,86.82,67.07
4.48,2.46,50.92,59.91
6.62,2.02,35.59,44.56
1,5,2.03,90.56
1.46,2.3,0,84.49
3.67,3.83,9.8,69.07
6.11,2.12,56.44,52.21
2.93,4.62,89.53,80.78
4.49,1.04,39.53,55.1
1,5,0,98.98
1.96,4.72,80.37,84.62
7,2.33,58.01,61.09
7,4.06,88.93,49.55
1.38,2.2,0.57,66.39
7,3.49,60.55,54.46
4.64,1,77.91,48.88
6.6,3.7,48.6,51.61
4.17,2.909313072,96.01,59.53
4.09,3.31,94,77.78
3.78,4,74.17,82.31
4.91,4.46,67.96,54.35
1.67,4,4.41,88.34
1,3.83,9.78,75.57
2.97,2.78,62.76976795,68.81
5.29,4.52,90.25,81.09
2.17,2.56,65.54,88.99
4.64,4.94,59.5,67.99
7,1.19,73.77,41.29
1.23,2.18,53.45,75.83
4.65,2.7,85.06,56.42
3.78,2.58,75.92,69.03
6.11,1,74.82,54.73
1.62,2.33,65.02,83.88
5.02,2.58,67.62,83.56
6.3,1.66,54.52,51.71
6.79,1,93.49,40.08
4.96,4,68.84,71.61
3.67,1,94.03,56.24
4.84,4.29,86.44,76.72
6.6,1,27.39,33.94
4.57,2.4,91.58,64.5
1.49,5,5.88,100
6.61,2.909313072,51.62,35.49
5.36,1,56.69,49.98
5.46,1.23,58.37,56.88
2.56,5,51.39,96.82
5.36,4,87.33,80.21
3.29,3.55,86.01,58.9
5.31,2.92,82.98,45.82
1.76,1.51,88.31,92.41
5.32,3.15,46.24,57.61
6.54,3.49,63.04,58.97
1.45,1,5.57,69.09
7,2.33,50.91,35.71
3.11,3.55,68.33,79.89
6.38,1,86.44,48.16
6.01,2.43,71.36,70.44
4.19,1.03,9.88,41.69
5.34,1,32.04,44.19
6.34,5,50.91,78.26
3.44,3.53,98.24,77.89
2.5,5,41.83,78.41
4.61,1,41.65,48.2
5.45,3.24,65.92,61.79
5.33,4.7,62.83,62.47
5.54,3.06,51.05,43.36
3.85,2.32,62.76976795,83.88
5.98,2.41,72.46,62.55
1.98,1.56,59.9,74.46
3.84,2.23,3.98,64.49
1.02,2.31,0,90.96
2.77,3.26,94.73,66.19
3.55,2.41,96.84,70.57
3.59,2.17,80.9,66.27
5.54,2.4,16.42,48.47
2.88,3.04,87.04,89.85
3.91,3.73,55.5,60.17
2.47,5,57.26,92.8
3.57,1.17,88.97,68.43
2.37,1.66,62.76976795,75.8
1.48,3.95,72.32,93.79
4.17,2.98,86.91,66.07
5.18,2.99,84.66,70.36
4.49,1,63.09,42.26
3.3,1.59,96.24,67.33
2.85,1.88,58.98,56.75
6.64,3,95.24,80.2
3.96,3.03,65.63,53.67
4.25,5,9.88,82.53
1.61,2.7,4.97,92.27
3.49,3.16,50.12,53.85
3.66,2.97,51.95,82.48
3.78,5,63.12,83.53
4.27,4,94.24,83.72
3.85,1,84.57,54.86
4.79,2.909313072,83.31,63.97
5.58,3.14,34.68,49.51
5.48,2.77,0,33.87
5.49,2.39,62.76976795,70.15
6.79,4.22,58.55,62.13
1.47,4.13,0.32,76.73
2.28,4.76,80.02,87.49
1.12,3.31,6.12,82.3
4.82,1.5,59.93,56.72
6.35,1.8,57.03,31.89
3.958567264,3.64,56.16,77.59
6.2,3.42,72.4,75.14
1.31,2.74,26.6,83.13
6.77,1.8,98.85,41.41
3.04,1,62.76976795,58.38
1.39,1,55.52,52.72
3.71,1.28,48.96,73.39
2.27,3.83,54,82.06
2.55,2.909313072,80.12,63.78
3.21,4.15,92.53,92.85
5.83,3.02,52.39,51.95
3.97,5,89.99,75.08
2.75,5,69.72,88.92
4.27,2.93,22.66,42.79
5.7,3.6,23.04,69.1
2.55,1,62.76976795,70.11
3.96,1,62.76976795,63.93
1.58,4,93.34,93.78
2.43,5,37.49,94.63
4.85,2.03,26.24,58.33
1.67,3.18,49.95,77.77
3.68,1.83,90.87,80.05
5.36,5,86.31,77
1.45,2.29,74.44,61
4.34,2.24,54.11,84.45
2.86,1,56.02,73.34
6.53,1.8,95.5,56.4
3.71,3.5,92.32,70.72
6.19,1.04,61.58,60.1
4.29,4.58,0.82,92.34
1.59,3.99,7.16,87.4
4.67,5,83.76,81.02
6.61,1,78.03,46.06
4.28,5,67.77,67.8
6.34,3.25,78.44,67.39
6.71,3.52,62.87,61.04
2.85,3.23,72.01,77.91
2.17,4.06,64.04,75.77
4.99,4.24,56.14,74.42
3.38,5,66.09,75.91
5.99,1,92.6,45.41
6.73,5,69.05,67.22
2.8,2.46,87.4,69.89
2.14,1.01,58.76,56.12
5.49,2.48,71.22,68.63
2.94,1.73,55.74,68.79
5.81,5,56.93,68.79
3.4,3.65,80.87,58.58
5.51,1,80.37,41.75
1.45,4.58,60.67,76.67
4.49,1,73.72,51.96
3.83,3.82,62.76976795,82.6
4.82,1,58.71,54.57
1.58,2.57,50.96,68
5.54,1,82.6,50.75
5.72,3.75,52.67,37.76
2.33,2.13,99,99.24
1.33,1,80.48,66.8
1,2.59,4.17,91.79
4.82,4,44.85,78.49
5.07,4.52,62.76976795,72.9
4.49,5,54.53,75.41
2.83,3.04,74.4,68.63
3.51,3.6,81.28,63.83
4.08,2.909313072,59.2,74.88
3.75,3.66,78.13,80.06
7,3.36,56.66,57.43
1.96,2.909313072,50.88,72.86
5.65,3.46,81.53,61.09
3.09,1.8,82.42,58.04
3.37,4.94,79.18,83.84
5.17,3.51,59.17,66.31
4.98,3.69,0.43,66.15
6.7,3.6,52.83,64.61
1.71,2.14,80.46,75.86
1.76,2.98,77.7,76.66
5.16,4.29,62,81.61
4.05,4.99,94.77,86.13
2.85,1.06,92.52,76.02
1.44,3.12,99.03,69.9
1.57,1,98.81,76.26
6.33,2.909313072,61.53,68.03
2.54,1,97.82,77.03
3,4.15,93.36,87.74
2.78,2.8,0,95.22
3.14,5,53.77,80.39
1.21,4.11,52.45,72.51
3.97,5,91.88,87.64
1.43,2.21,45.9,73.18
5.83,1,90.73,48.64
2.59,1.8,65.65,53.06
3.96,1,69.88,58.92
6.44,5,85.01,76.86
5.19,1,95.77,57.36
3.958567264,1,54.39,43.82
2.93,5,72.57,96.36
3.49,1.9,89.65,55.14
4.92,3.94,39.4,66.32
6.57,1.29,67.76,43.14
5.29,2.75,52.32,34.41
4.06,4,50.79,74.71
5.59,2.36,73.85,43.63
3.47,3.01,54.78,65.62
1,3.7,5.85,72.02
4.03,1,92.34,53.92
3.958567264,1,62.76976795,38.28
1.66,2.26,58.25,68.05
4.84,2.09,59.37,38.75
2.47,3.84,91.43,88.44
4.48,2.74,93.4,69.2
1.9,2.909313072,76.17,72.68
4.04,1,95.63,73.34
5.46,5,92.24,77.22
3.46,5,86.57,95.45
5.02,3.66,63.17,70.42
5.74,4.34,55.27,72.14
6.78,2.08,63.54,48.56
2.12,2.32,53.34,69.05
3.69,4.25,62.76976795,70.72
1.84,3.29,57.92,74.14
6.58,3.73,94.02,59.82
6.18,4.2,61.99,43.83
3.9,4.74,98.51,96.72
6.44,2.28,79.86,69.67
4.62,4.34,61.86,58.58
4.6,4.71,74.86,77.03
1.32,1,60.95,61.57
5.25,1,99.2,48.05
2.09,2.21,0.81,77.18
5.67,3.41,51.31,48.7
6.11,1,97.39,47.94
5.42,4.06,62.76976795,78.86
1.62,2.24,7.57,73.34
2.87,2.909313072,83.53,75.37
2.77,1,82.35,60.03
3.28,2.909313072,60.94,56.74
1.86,2.909313072,87.92,100
6.96,1.43,54.35,51.99
4.41,4.6,74.47,78.91
2.96,2.909313072,23.11,81.6
3.8,3.29,98.44,68.72
4.11,3,87.58,63.31
4.76,5,57.94,69.86
3.6,3.99,67.08,83.83
6.12,2.52,62.76976795,51.8
4.34,5,88.33,86.19
6.53,5,52.94,61.15
5.82,3.22,92.02,55.15
1.98,4.9,97.11,86
6.68,3.33,62.07,75.08
1.78,3.55,60.65,82.55
5.69,1,68,41.65
2.99,3.15,73.86,60.68
6.53,1,80.23,47.14
6.65,1.8,62.76976795,48.25
5.39,5,77.71,70.54
5.37,1,67.57,42.79
2.97,2.68,43.17,72.67
1.79,1.24,54.07,65
3.71,2.47,73.31,79.13
2.26,2.94,62.76976795,79.24
5.56,1.8,31.86,45.56
2.8,2.46,85.27,58.7
6.46,3.55,90.99,45.01
4.97,2.81,83.04,68.56
6.25,1.08,50.65,40.12
1.88,5,37.36,86.67
3.958567264,2.66,30.46,52.03
6.84,1,61.68,30.48
4.12,3.72,98.13,85.87
4.2,1,82.58,56.72
5.2,2.61,64.85,66.03
2.33,3.72,96.48,72.56
3.72,3.08,87.03,72.74
2.92,3.09,64.23,76.2
2.29,3.71,30.14,94.82
3.6,2.84,59.97,53.35
1.13,1,98.55,80.7
1.43,1.86,2.27,78.95
1.36,2.71,94.8,100
6.57,2.61,67.32,63.13
4.42,1,93.04,58.31
7,1,52.69,28.83
3.1,1,99.1,72.47
2.7,2.23,95.6,60.65
3.958567264,1,68.16,55.07
4.14,1,62.76976795,59.53
1.8,3.34,87.61,93.42
4.75,4,95.06,82.66
3.958567264,4.79,65.36,92.62
4.82,3.3,73.28,57.24
5.04,2.4,93.25,70.87
3.958567264,3.43,88.93,94.75
1.16,2.27,69.67,67.7
6.16,4.56,53.47,67.08
3.7,2.909313072,0,61.05
1.15,2.62,89.1,70.71
6.82,2.41,60.34,43.18
1.37,2.9,64.31,59.74
5.61,5,62.76976795,67.4
7,2.909313072,72.49,38.28
2.52,3.85,76.03,64.25
1.51,1.28,77.24,61.7
1.38,4.26,66.58,94.14
2.82,2.909313072,58.76,64.57
1.84,2.29,88.42,88.8
5.4,3.08,36.27,60.94
1.1,1,75.29,80.97
3.66,1,82.23,56.35
6.86,3.78,70.21,65.26
6.3,1.31,85.38,51.17
4.74,3.02,13.22,38.2
2.66,3.64,91.93,87.46
3.958567264,1.64,1.62,60.23
3.79,2.03,73.62,57.31
3.53,4.5,98.48,80.26
2.07,1.8,77.37,80.75
6.79,5,72.98,66.89
3.7,2.49,66.57,76.11
1.84,3.38,82.88,84.39
3.39,5,0,71.97
3.74,1.17,30.58,58.53
5.54,2.09,51.36,42.27
5.75,1.75,30.4,51.79
5.95,2.03,69.79,49.97
1.04,3.94,2.21,100
3.56,4.06,64.64,76.21
4.1,1.8,99.2,65.4
1.3,1,1.61,58.16
2.08,1.97,35.16,51.88
5.18,1.78,9.95,47.03
1.48,1,63.03,64.11
4.47,2.93,7.98,58.89
2.23,4,77.98,89.28
1.12,3.75,3.72,94.32
2.72,1,59.79,62.43
6.7,1.6,0,42.32
6.06,2.83,50.83,48.74
6.7,2.24,91.98,73.25
3.81,3.36,89,84.71
1.49,2.64,53.16,87.35
4.75,2.84,68.24,68.14
4,3.58,97.76,87.65
5.59,1,69.6,44.51
2.05,4.86,76.31,80.27
4.21,1.8,67.76,59.7
1.55,3.53,79.81,79.11
2.53,2.54,98.91,81.87
5.23,1.83,99.88,59.27
3.98,1.01,9,49.69
3.38,1,70.22,52.25
3.15,1,0,53.8
3.71,1,39.25,49.75
5.42,1,99.28,47.36
5.9,2.909313072,85.39,49.75
6.75,1,52.27,38.67
5.57,4.75,50.61,75.55
2.93,3.82,76.02,67.31
5.58,2.31,71.91,50.16
3.27,2.18,76.15,68.37
2.03,4.23,59.12,86.02
5.63,3.51,51.1,56.95
3.958567264,1.18,8.47,73.33
6.62,2.909313072,95.91,62.03
3.85,4.66,72.71,86.28
4.81,4.71,97.27,75.95
4.81,1.67,86.47,73.28
6.18,3.48,77.91,75.9
4.7,5,79.53,80.84
4.79,4.12,76.95,63.38
1.07,2.52,85.35,85.69
4.38,1.57,0,68
1.98,2.909313072,83.46,95.42
5.19,1.8,56.08,35.25
4.07,4,63.28,81.28
5.54,1.8,91.8,51.21
